gene	Adult_Hind_Gut	Adult_Mid_Gut	Adult_Accessory_gland	Adult_Brain	Adult_Crop	Larval_Wandering_fat_body	Adult_Head	Larvae_Wandering_Tubules	Adult_Ovary	Adult_Testes	Adult_Salivary_Gland	Adult_Carcass	Adult_Thoracoabdominal_ganglion	Larval_Feeding_Hind_Gut	Larval_Feeding_Mid_Gut	Larval_Feeding_Salivary_Gland	Adult_Female_Spermatheca_Mated	Adult_Female_Spermatheca_Virgin	Larval_Feeding_Malpighian_Tubule	Larval_Feeding_Fatbody	Larval_Feeding_Carcass	Larval_Feeding_Central_Nevous_System	Larval_Feeding_Trachea	Adult_Fatbody	Adult_Eye	Adult_Heart	Adult_Male_Ejaculatory_Duct	Adult_Trachea	Adult_Thoracic_Muscle	Adult_Wings
FBgn0035032	14.12057811	13.26675757	12.61166447	13.87243519	13.44839621	11.89111284	13.77551462	12.97512034	13.16959327	12.59594033	13.66625241	14.06337	13.74203676	13.84830513	13.33410937	13.34764729	12.95357195	12.93303483	14.10156714	12.8928152	13.81384582	13.51824137	13.25653226	13.64001087	13.67212716	13.61742168	13.40532092	13.52083679	14.48201435	13.45175002
FBgn0035033	5.786567025	4.952806544	4.964827808	9.182401727	6.864698797	5.649099461	6.606190724	6.652399329	9.443649968	3.788389124	5.583101205	4.176245699	8.359686339	6.389140515	5.315184827	6.285471572	5.768831157	5.946133999	6.216505198	5.288226144	6.75981842	9.554544456	7.52104828	4.687488587	6.45951401	5.598029908	4.396804777	6.211424558	0.0001	5.438439529
FBgn0035034	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	11.20523293	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035035	5.824306278	6.855775708	9.199239289	6.093674018	5.36560986	5.034941089	5.105009899	5.673893887	8.267623986	5.495159924	7.503731481	5.181921469	5.902199322	6.489842156	6.552469379	7.701802405	5.951483726	5.696789071	6.532485913	6.640589447	6.391796851	6.515876255	8.119836883	5.413953013	6.813369104	6.638629879	6.943256769	4.981575941	7.01650633	5.844297325
FBgn0035036	0.0001	0.0001	0.0001	4.785727181	0.0001	0.0001	0.0001	0.0001	6.471814558	8.321388353	0.0001	0.0001	4.312072865	0.0001	0.0001	5.37754437	0.0001	0.0001	0.0001	0.0001	0.0001	6.35276076	4.066097115	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.303329591
FBgn0035039	7.32495661	6.309557669	5.213444807	4.192558833	8.967647012	3.990585704	5.223422477	5.104985586	8.190256796	2.861599734	6.084141829	8.269507765	4.457936945	5.503972905	6.048409118	7.484905051	7.743815488	7.21318602	6.734769822	7.471588403	5.621328576	7.09257144	5.887260612	9.17255993	4.823102656	8.563591858	13.44859529	5.839305188	7.224207517	6.420160095
FBgn0035040	0.0001	6.868070077	0.0001	0.0001	0.0001	0.0001	0.0001	9.115798975	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.640779197	0.0001	0.0001	0.0001	7.147476087	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	9.032132314	0.0001	0.0001	0.0001
FBgn0035041	3.380795183	0.0001	6.340622838	10.08604033	0.0001	9.715705348	5.832070609	0.0001	0.0001	0.0001	0.0001	0.0001	10.17993909	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	6.198490878	0.0001	7.879564598	0.0001	0.0001	6.400971693	0.0001	4.602757782	0.0001	0.0001	3.070786379
FBgn0035042	0.0001	0.0001	14.09216675	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.996418462	0.0001	0.0001	0.0001
FBgn0035043	6.338231636	10.57826183	0.0001	0.0001	0.0001	0.0001	0.0001	6.3821003	0.0001	2.604332018	0.0001	0.0001	0.0001	7.003157191	10.32739369	0.0001	0.0001	0.0001	3.778794567	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035044	9.697972827	10.01948217	8.776803166	4.364480405	9.629396323	9.062879111	9.230327945	9.464486819	8.553220207	0.0001	9.222414632	10.15480945	5.366942558	9.160367191	9.449887504	9.41313871	10.61107347	10.63883778	10.16325287	9.682491037	8.654126446	6.862746095	8.603232224	10.77699828	7.860407379	10.41796637	9.797582386	8.537332409	0.0001	8.785375651
FBgn0035046	12.05719798	11.64832296	10.76466043	11.52221955	11.12177664	10.15281736	11.50106556	10.40800523	10.2818325	10.59535369	11.44179649	12.50764288	11.86268908	11.61498768	11.16507946	11.12823817	11.20812556	11.31927382	11.79088011	10.91279926	11.38085204	10.06953696	10.59261299	11.78344152	11.45791378	11.51338083	10.91818232	11.33766891	13.77519833	11.1441779
FBgn0035047	6.012716951	6.456150321	5.985956586	7.01399752	5.709495196	10.2070663	5.619533142	6.270391467	9.275774402	14.01462558	6.356136651	5.277086014	6.635069715	5.9818199	5.64599617	6.385476246	6.997545777	6.688605438	6.407497305	6.055878088	5.603481953	7.614053209	6.73070119	6.434677951	5.578668375	6.286046814	6.677492794	7.440203918	6.625195939	6.285280182
FBgn0035049	6.656278771	6.780497301	0.0001	3.411965091	4.418287143	5.932639941	5.433315835	8.138090378	0.0001	3.819250817	3.954564541	5.39316985	4.085391122	6.13506102	7.010332498	3.923385568	4.375754486	4.012486214	7.153039669	0.0001	6.2438312	3.475244926	6.209290426	3.963981699	3.827573189	3.98517939	4.348478516	6.46423173	3.91484625	10.57278495
FBgn0035050	0.0001	0.0001	0.0001	8.538310215	0.0001	0.0001	4.055099293	0.0001	0.0001	0.0001	0.0001	0.0001	5.16488882	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.265111937	0.0001	0.0001	3.193043049	0.0001	0.0001	0.0001	0.0001	4.434965838
FBgn0035056	4.487208334	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.36086761	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035057	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.525290035	0.0001	3.743158246	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035059	5.685400983	4.952627114	4.901333311	6.131547736	5.446233268	5.666836264	5.384846424	5.44012594	6.272781518	7.914032873	6.069533187	5.164296896	5.522181482	4.674390404	4.912981971	4.918082208	4.394960208	4.671842629	5.485858641	5.79849847	4.813441524	4.74474694	5.892426168	5.636843728	6.616890252	5.554733983	5.728559796	4.660760394	0.0001	4.902055043
FBgn0035060	7.064395334	6.811902134	6.40544462	7.544733083	6.854047857	7.862149793	7.268193922	7.913781037	8.185772745	8.929858367	6.898139788	7.379494649	8.477968754	7.804044826	7.543214682	7.278505599	7.29847549	7.271172507	8.267406269	8.017609772	7.157921194	7.557707194	8.422422739	7.405529259	8.897088205	8.566755437	6.877647095	8.20413008	5.834421743	7.162500122
FBgn0035063	4.55130776	5.252023384	8.018693798	4.866374769	4.951429548	0.0001	4.708328312	0.0001	7.443493971	0.0001	0.0001	0.0001	4.693884068	5.319118771	4.874486298	6.677427923	0.0001	0.0001	0.0001	0.0001	5.573890105	6.494445574	7.115840162	5.944763421	5.462932752	5.62573753	0.0001	4.672092274	0.0001	5.275681762
FBgn0035064	5.424675586	6.158441782	4.537686725	5.464641255	5.847060275	5.054648715	5.104781924	7.338416304	6.812305978	3.554365746	0.0001	5.998968955	5.90782062	6.154426921	6.273593393	5.970778289	7.419752147	7.825623211	7.562679335	6.907160732	6.063120188	5.264166578	6.088645463	6.592187727	6.511747729	6.68432254	5.960278797	5.118550628	8.423411885	5.83736289
FBgn0035065	6.457044754	7.360828602	6.743095314	5.545920974	7.702442929	9.360253497	6.01128066	9.61086762	7.104082189	4.034640237	6.454575303	6.798447748	5.888242695	6.831744157	8.725569547	6.405504312	6.691804573	7.104470271	8.954485692	9.566235339	5.837277385	5.674797516	6.14307229	7.86484311	5.94361031	7.368092783	7.191158941	6.131955554	0.0001	6.500800329
FBgn0035068	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035069	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.664514211	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035070	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035073	0.0001	0.0001	0.0001	4.901792279	3.892889487	0.0001	0.0001	0.0001	6.309481346	5.312561917	0.0001	0.0001	4.163398048	2.825831194	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.430255934	0.0001	0.0001	0.0001	0.0001	3.761692854	0.0001	0.0001	0.0001
FBgn0035076	0.0001	0.0001	0.0001	5.023602807	0.0001	0.0001	9.542137817	0.0001	0.0001	3.124909971	0.0001	9.436244702	4.671369818	3.70127379	0.0001	0.0001	8.50060786	8.765980473	0.0001	0.0001	7.50447353	0.0001	5.780579027	9.939753175	8.540104591	10.70179477	5.882304988	9.96538813	7.553224025	7.842524713
FBgn0035078	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	7.645194973	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035082	8.920611108	10.20733258	9.739297785	8.358474883	8.379162862	6.287029384	8.813509206	10.77660335	8.720981819	4.486685647	9.726248982	7.935783549	8.32323899	9.432622812	10.66823634	9.669661454	8.172526004	8.694993712	10.53466771	5.974127768	8.274302243	8.556527182	10.72021295	8.095958459	10.0255238	9.306030263	9.433852258	8.596550058	8.04857459	9.1087219
FBgn0035083	11.48382965	11.1814806	10.57727956	9.808139898	10.62960555	4.203523673	9.674055982	10.44240835	10.41227613	6.029876378	9.356068496	10.22664205	9.551532514	12.37469143	11.69526443	12.23920317	8.59803855	8.837969588	11.96416549	8.43633812	10.74458138	10.57084583	12.14963902	9.915705702	9.616104101	10.92898631	9.273726668	8.055934836	0.0001	10.54245249
FBgn0035084	2.768652533	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.200649707	0.0001	0.0001	0.0001	0.0001	5.589927442	0.0001	3.593100185	0.0001	0.0001	0.0001	0.0001	0.0001	3.126905507	5.241529036	0.0001	0.0001	3.423434453	0.0001	0.0001	0.0001	0.0001
FBgn0035085	4.132925221	5.844401528	6.668679357	0.0001	0.0001	9.68188084	3.308370246	4.586791192	7.425467763	6.123733913	5.872396816	4.091234854	0.0001	8.257484675	6.931980704	9.774086358	4.37475312	4.017157461	4.730075468	8.953669252	7.365128765	4.806877053	9.706777526	4.68952823	0.0001	6.971237316	7.773228504	5.192311625	0.0001	4.458286431
FBgn0035086	0.0001	0.0001	0.0001	5.513066225	0.0001	0.0001	0.0001	0.0001	0.0001	3.652020537	0.0001	0.0001	5.491736658	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.514745055	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035087	9.715193137	10.18490042	6.203920325	10.35737972	9.682836417	8.819753643	9.708357576	9.279501246	8.499266284	4.407682667	7.173113055	13.54114633	10.79335016	10.10320723	10.78969026	6.388799721	11.09317647	10.01187588	10.08348876	10.04677997	10.43879938	9.95041125	11.56346767	13.60121657	10.05095345	13.7917995	12.6847439	12.75022569	12.46710193	10.66826202
FBgn0035088	9.900816736	10.19869354	9.841940817	9.486212249	10.29505021	10.44783941	10.07596315	10.39354036	9.909032787	9.62294274	10.54135723	10.2951603	9.43556267	10.00356329	9.965367605	10.4152386	9.780962333	9.889786199	10.55805046	10.73406625	10.21747988	10.15024924	9.981645468	10.82990865	10.75745336	10.54163016	10.9675211	9.965082356	11.02878588	10.15646212
FBgn0035089	11.87444266	7.016819195	0.0001	0.0001	10.72661043	8.407983354	8.564444685	5.376702322	3.407954149	4.099185683	0.0001	7.839867583	0.0001	12.3533453	8.90295149	8.209150946	7.594381751	7.668486153	4.189682998	8.928180838	12.46638189	3.754608831	13.58857228	6.753083746	7.807848316	6.424551756	13.66412229	8.156819855	0.0001	9.112972633
FBgn0035090	6.246436987	0.0001	0.0001	5.634180035	4.789006889	13.37423073	11.8361334	5.879208954	3.382312505	9.163953607	0.0001	11.5385079	5.531045939	5.124116727	0.0001	7.80056241	11.74087466	12.17083873	4.751827779	13.33352575	4.959786032	0.0001	5.465153738	12.26467811	11.27136507	11.56823305	8.477905865	11.40747445	9.095805113	8.28473209
FBgn0035091	6.087350716	5.008913457	0.0001	3.436667934	4.37278432	11.19554099	9.653381428	10.18144575	0.0001	0.0001	3.142947385	10.34137549	3.361489204	3.762809315	6.978901299	0.0001	10.47266639	10.6712324	7.578070734	9.571147019	4.0857884	0.0001	3.373276138	11.35325943	8.269967961	10.18987781	5.918898728	9.773177512	7.860615003	5.712173713
FBgn0035092	0.0001	0.0001	0.0001	11.7184069	0.0001	0.0001	9.454289897	0.0001	0.0001	0.0001	0.0001	5.07204379	13.79120041	0.0001	0.0001	0.0001	3.312213421	3.626143945	0.0001	0.0001	0.0001	12.07513148	0.0001	3.378584923	3.730302809	0.0001	0.0001	8.317914046	0.0001	0.0001
FBgn0035094	7.702839923	10.33422584	2.74122681	0.0001	2.470769979	0.0001	0.0001	9.397307872	0.0001	2.360416291	0.0001	0.0001	0.0001	7.177512527	9.742339484	0.0001	0.0001	0.0001	9.514102628	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035097	0.0001	0.0001	0.0001	0.0001	0.0001	5.305174941	0.0001	0.0001	0.0001	11.17037647	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035099	6.93156177	7.413169841	6.028631422	4.132653326	5.939364223	6.962390124	0.0001	7.903675681	5.480669633	6.475241412	7.26692672	5.101190247	6.704400146	6.008792476	6.033576492	8.724006644	6.675007781	6.633331022	7.760247386	6.631367804	6.040871506	7.48658641	8.358717838	5.718050534	4.84152251	5.452983977	5.936760156	5.118596187	0.0001	4.941509103
FBgn0035100	0.0001	0.0001	0.0001	2.788671356	0.0001	0.0001	0.0001	0.0001	0.0001	9.115659799	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.833703669	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035101	9.042786976	10.40808254	0.0001	9.988132827	6.489302609	0.0001	7.576018855	10.19879181	4.729562605	3.383261518	0.0001	7.47612857	9.943961607	9.059750432	10.33136605	8.395829225	4.888283391	0.0001	10.58404509	0.0001	5.916835377	10.2121026	6.634123038	7.750763939	7.949998578	9.023697473	5.695679091	6.07146902	0.0001	6.757513237
FBgn0035102	7.194203925	7.763243646	10.16142144	7.381693605	7.451782853	6.229999421	7.468222381	7.580068416	7.22343734	6.813736715	9.60400893	6.774202551	7.827693196	7.114576233	7.505235789	8.037546402	8.000887198	7.878282925	7.418241548	6.736154842	6.991659044	7.836045273	8.265180299	7.083875828	8.953457154	7.657999042	9.499140661	6.808710423	6.734251599	8.38845693
FBgn0035103	9.37255679	3.080343223	0.0001	0.0001	10.52312137	0.0001	7.934462435	0.0001	0.0001	0.0001	10.12899796	8.405281369	0.0001	9.176957458	2.82022391	8.576121128	5.637713532	4.658418821	0.0001	0.0001	9.887525538	5.901055108	11.14110665	0.0001	9.274561691	3.25044265	9.47052818	9.408447134	5.050926372	10.37131507
FBgn0035104	2.974352724	0.0001	0.0001	0.0001	3.258510516	0.0001	0.0001	0.0001	0.0001	0.0001	3.624121281	0.0001	0.0001	3.322192376	0.0001	2.936478905	0.0001	0.0001	0.0001	0.0001	0.0001	2.808472391	2.913566884	0.0001	4.173806442	0.0001	6.211576468	3.591971968	0.0001	4.375029151
FBgn0035106	0.0001	0.0001	0.0001	3.182356067	0.0001	0.0001	0.0001	3.382403059	5.966100417	3.215085314	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.145593294	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.134815852
FBgn0035107	8.966619957	8.093724166	8.525814855	8.931658694	9.107312644	9.998221554	8.467316688	10.33227472	9.474760951	7.927566061	9.258003723	9.571219659	8.341492691	9.357968014	9.209133199	9.556637259	9.610420649	10.26529872	9.361176795	9.729693672	9.453100633	9.781449374	9.051507045	10.20596169	8.166926391	9.603811829	8.64648156	8.499240512	8.592320078	8.254603815
FBgn0035109	4.5845333	5.282128482	4.202562652	3.875843102	4.802436065	6.79443362	3.884110644	5.998893659	5.61675788	5.322654487	4.219657684	4.598211639	4.374663237	4.784196875	5.225767996	4.855330891	4.209577123	4.134454414	6.29968733	6.886779866	4.511242906	4.736068485	5.316157376	5.128956953	5.253482718	5.389249869	4.901949114	3.995618583	0.0001	4.277020419
FBgn0035110	8.9681144	8.318899969	10.38995781	9.656173285	9.442084118	9.427868846	8.871890546	9.233622056	10.33174413	8.372522556	10.04471472	8.940706249	9.274353955	9.343959687	9.057383582	10.23519318	9.545621364	9.282492524	8.972027653	9.52657447	9.557829809	10.43748373	9.795137936	9.569721187	9.185947294	9.344067383	9.94267286	8.974184955	9.234344222	9.07447195
FBgn0035111	7.884914625	7.247503857	8.738222629	8.121410612	8.369874573	8.574058946	7.526975216	8.182086158	9.80342306	9.742266446	8.183054285	7.154239232	7.814743189	7.845661018	6.565289394	8.654001167	8.418693218	8.360310152	8.240502962	8.757560878	7.619400624	8.23616368	9.045348855	7.608286279	8.072216042	8.266998097	8.261003068	8.350692436	7.782296878	8.272902032
FBgn0035112	5.781364621	0.0001	0.0001	8.537873982	4.149528258	8.25645284	8.582531455	0.0001	0.0001	3.542146576	6.341981584	10.22484007	7.978362141	5.577529167	0.0001	0.0001	9.393501935	9.847249448	0.0001	8.08281118	0.0001	6.184720715	5.168658658	10.52976357	6.62384015	9.534978162	7.738717999	8.351435817	0.0001	6.70502125
FBgn0035113	3.308110241	0.0001	0.0001	2.983186632	0.0001	0.0001	2.954581112	0.0001	0.0001	0.0001	0.0001	3.817402348	3.643658983	3.757862743	0.0001	0.0001	6.999759065	7.293134354	0.0001	0.0001	0.0001	2.845889596	0.0001	5.543229078	3.45865085	5.93131435	0.0001	4.150464918	0.0001	0.0001
FBgn0035120	4.645215017	4.55930602	0.0001	5.574410078	4.880181409	5.7420669	6.209602029	5.157967131	8.962565009	8.681823684	4.266296513	3.820389635	5.540138724	5.574538053	4.193863517	5.709740381	3.232554927	3.440675748	4.795074952	5.020684486	6.45537353	9.457153417	8.393846047	5.281422087	9.281968358	6.241363274	3.704197191	4.525465806	0.0001	6.27457
FBgn0035121	9.701914935	10.69628686	11.81112056	8.723759503	10.02268485	11.12639683	9.404456766	10.94418147	11.80407648	9.148408613	11.75610926	9.9323645	8.568470981	11.15360258	10.6935841	12.40294622	10.81742781	10.3354934	11.03766402	11.87485086	11.47522462	10.98808691	11.58751571	10.59278728	8.761639903	9.929875582	10.80263574	9.422255359	7.612662733	9.536836909
FBgn0035122	10.05290334	9.259999183	9.31453154	9.784904857	9.061943743	7.511296823	9.305028024	8.038770294	10.46582519	7.135511557	9.676404054	9.174224815	10.01324473	9.623485172	8.037944663	9.274835528	8.372675587	8.433812479	9.161117933	7.985597	9.050050457	9.431098057	8.849773335	9.304033462	8.780922139	9.134143636	9.12098025	8.190485987	10.40782042	8.287451212
FBgn0035124	0.0001	0.0001	0.0001	0.0001	0.0001	8.054595717	0.0001	0.0001	0.0001	12.55514413	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035131	8.328131823	0.0001	0.0001	0.0001	5.497161983	2.657240104	2.87339192	10.76316209	0.0001	4.871998577	0.0001	0.0001	0.0001	10.87031756	8.864000727	4.947342211	5.533131729	5.073660014	10.170735	0.0001	9.392699765	2.934457858	9.79273537	3.818116098	3.605048067	0.0001	0.0001	0.0001	0.0001	4.268812685
FBgn0035132	4.356043081	5.02322466	2.813336989	2.53689978	7.250748414	2.343112078	2.785324181	5.014485836	2.68724151	3.05244169	0.0001	3.032923027	2.667476927	3.878635999	4.319706993	2.57310571	0.0001	0.0001	4.15422052	2.973350028	3.479926559	2.7944239	2.689433179	2.693939708	0.0001	2.510616361	3.110449213	2.567789486	0.0001	2.219684002
FBgn0035134	0.0001	0.0001	0.0001	5.521239942	0.0001	0.0001	3.770877097	0.0001	0.0001	0.0001	0.0001	0.0001	6.217328955	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.885601757	0.0001	0.0001	3.671964443	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035136	4.689545336	4.446894655	5.460995036	5.841671398	4.733457183	3.797107793	4.253766099	4.696108496	5.960177498	3.453427031	5.138641301	3.952943401	5.294897741	5.146971692	0.0001	5.856671546	5.047943083	4.72200736	5.002227626	4.564949562	5.461680733	6.680251837	5.543193684	4.166944983	4.846796672	4.299251844	5.192407062	0.0001	5.192725177	4.163913348
FBgn0035137	7.059641837	7.950015355	7.187705686	6.192751918	7.037057468	7.343890396	5.899343213	8.352125842	7.62764543	6.074506318	7.873717854	6.446250318	5.803774606	7.205380176	8.434301144	7.082984773	7.922851287	8.310351465	8.611830962	7.734993988	6.547247783	6.604024372	5.896739891	8.188263742	5.761565307	7.655193188	7.895449927	7.590284467	7.791817688	6.785971919
FBgn0035138	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	9.854794134	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035139	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	10.94969311	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035140	4.514132921	4.912869036	3.689009001	6.222300203	4.675983777	5.292400847	5.042724204	5.994973545	4.630160427	6.45397355	4.097154242	0.0001	6.259316805	4.774248933	5.554655318	4.699836843	4.807871576	5.148329954	5.597099696	5.083841455	4.206688522	5.622832252	4.613028999	4.487330324	7.242896692	4.626372843	4.863221073	4.496762766	0.0001	4.91860627
FBgn0035141	5.62700421	0.0001	7.888159231	6.079673267	6.496108359	5.943019636	5.749768231	6.253641279	8.005567033	6.143279411	0.0001	0.0001	6.422423055	5.882988297	5.729739283	7.450627854	6.034986231	0.0001	0.0001	0.0001	5.814625567	8.033042817	7.091634896	0.0001	7.001293036	5.986010395	6.939679422	5.013172625	0.0001	6.163519294
FBgn0035142	9.976372316	9.83098392	9.464198734	11.59221103	10.59171503	8.967698312	8.749436963	10.79268071	8.701885237	6.966471318	8.222699856	9.474302458	11.14599751	10.27915647	9.311900855	10.48447634	8.922756794	9.003793072	10.63388464	9.454345132	9.260251645	11.23949859	10.68984394	9.846758395	11.10811526	10.80797095	9.67901547	10.96667169	10.37382609	11.05067083
FBgn0035143	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	11.71178801	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035144	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0035145	7.432875675	7.594588031	9.060156133	8.676095357	8.306519501	7.966055436	7.439127645	8.23258632	9.630833079	7.463309797	8.679517128	7.398051958	8.199984746	8.562538013	8.793826081	9.33087521	8.475612423	8.161511304	8.15779547	8.096888529	8.567519738	9.602958183	8.573308366	7.320570015	7.330772635	7.215510599	8.28711302	7.358669016	8.235672409	7.542284691
FBgn0035146	5.990235479	9.732506719	6.760151525	8.164942176	6.609558041	4.562041243	7.793576422	9.419889227	5.42201706	5.580736867	9.953710181	6.422267024	8.163266716	10.18206729	11.53772368	7.648575669	4.987748272	5.126915361	7.962194477	6.300574715	5.351479908	6.579619902	6.246393822	0.0001	7.546431448	5.007594435	11.77507244	7.556703384	4.186544046	7.779884987
FBgn0035147	9.003335757	10.43632046	10.41041267	7.545255795	8.966499323	9.0177267	9.601990062	10.50959541	7.564284081	6.972180458	12.53360422	10.88582818	7.752673904	8.857179123	10.37995673	13.16613467	10.36851709	10.93801312	10.46132417	9.988574682	7.542393773	6.414746833	6.003074094	11.07285197	8.265657836	10.48877825	9.603044371	9.519109196	9.876675139	7.123412639
FBgn0035148	6.072335892	0.0001	6.801739762	7.233209396	6.066365317	5.264610472	5.341928534	5.454905588	8.999913341	5.596158021	7.48710347	0.0001	7.043295447	7.528385279	0.0001	8.471740099	7.161274955	6.871310777	5.377331686	5.71564564	7.024887576	8.166065031	9.2144541	0.0001	6.527748411	6.465650004	6.431969224	0.0001	0.0001	6.239504675
FBgn0035149	6.230106535	5.960112738	7.033376957	6.717167316	6.701787981	5.801445435	5.175217329	6.828022331	7.904314972	8.412163348	7.846326084	5.234555534	6.513953696	5.884263808	4.972836239	7.899199663	6.153308566	6.219502301	6.19586803	5.966297989	5.555605919	7.523354604	6.714307886	5.275510242	6.146313328	6.019937982	6.57114959	4.970898228	6.51871149	6.065573455
FBgn0035150	4.509505207	4.398881432	5.466052662	5.370719476	5.637462854	4.608625812	4.470023609	4.56148564	7.584615051	7.032674817	5.315623206	4.025695499	5.221506321	4.774756289	3.513688287	5.226122789	5.095762935	5.175351341	4.965924912	5.069458759	4.698773465	5.774332739	4.930473641	4.507389705	4.740594127	4.268026771	5.302029708	3.940050868	4.204924893	4.650094151
FBgn0035151	0.0001	0.0001	3.905916973	0.0001	0.0001	0.0001	0.0001	0.0001	7.168693039	9.236163193	0.0001	0.0001	0.0001	3.488758439	0.0001	3.438693929	0.0001	0.0001	0.0001	0.0001	0.0001	3.203652715	5.530027547	0.0001	3.148032542	0.0001	0.0001	0.0001	0.0001	0.0001
